polarity,text,text_2,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Topic,Body_Shaming
0,@boomthreads that sounds like something you say when people have in fact become ugly ,boomthreads that sounds like something you say when people have in fact become ugly ,4009,7,0.7191,"bodi, ugli, short, know, dark, like, love, good, time, get","['boomthread', 'sound', 'like', 'peopl', 'fact', 'ugli']",not body,No
0,gone SO dark! thunderstorm coming up? ,gone SO dark thunderstorm coming up ,4010,0,0.673,"dark, look, short, skin, bodi, go, miss, work, hair, say","['go', 'dark', 'thunderstorm', 'come']",not body,No
0,no..a short trip to brastagi with friends and bf  tapi kekny ga jadi. ah pusing.,noa short trip to brastagi with friends and bf  tapi kekny ga jadi ah pusing,4013,6,0.6611,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['short', 'trip', 'brastagi', 'friend', 'tapi', 'kekni', 'jadi', 'puse']",not body,No
0,@VillinVivian no..a short trip to brastagi with friends and bf  tapi kekny ga jadi. ah pusing.,VillinVivian noa short trip to brastagi with friends and bf  tapi kekny ga jadi ah pusing,4014,6,0.6611,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['villinvivian', 'short', 'trip', 'brastagi', 'friend', 'tapi', 'kekni', 'jadi', 'puse']",not body,No
0,@stephoosaurus THEY HAVE NEW BARBIES?! haha i must see. i've only seen the new non-tiny Polly Pockets which realllyyyy  ugly ,stephoosaurus THEY HAVE NEW BARBIES haha i must see ive only seen the new nontiny Polly Pockets which realllyyyy  ugly ,4015,7,0.6712,"bodi, ugli, short, know, dark, like, love, good, time, get","['stephoosauru', 'barbi', 'haha', 'see', 'nontini', 'polli', 'pocket', 'realllyyyy', 'ugli']",not body,No
0,"I'm looking at old pictures, and wishing I could be as skinny as I once was.  I'm going for a walk...",Im looking at old pictures and wishing I could be as skinny as I once was  Im going for a walk,4016,0,0.7422,"dark, look, short, skin, bodi, go, miss, work, hair, say","['look', 'pictur', 'wish', 'skinni', 'go', 'walk']",not body,No
0,@BrentLauren its &quot;customized&quot; to my body type... its like greens egg whites tuna boiled chicken or turkey brown rice no dairy no sugar ,BrentLauren its quotcustomizedquot to my body type its like greens egg whites tuna boiled chicken or turkey brown rice no dairy no sugar ,4017,7,0.4849,"bodi, ugli, short, know, dark, like, love, good, time, get","['brentlauren', 'bodi', 'type', 'like', 'green', 'white', 'tuna', 'boil', 'chicken', 'turkey', 'brown', 'rice', 'dairi', 'sugar']",not body,No
0,its so dark here ,its so dark here ,4019,0,0.5621,"dark, look, short, skin, bodi, go, miss, work, hair, say",['dark'],not body,No
0,And I have a big ugly spot on my cheek.I HAD to squeeze it as it had a big head and looked ugly ,And I have a big ugly spot on my cheekI HAD to squeeze it as it had a big head and looked ugly ,4021,7,0.7027,"bodi, ugli, short, know, dark, like, love, good, time, get","['ugli', 'spot', 'cheeki', 'squeez', 'head', 'look', 'ugli']",not body,No
0,"@stephmcastro13 huh?moi?hilarious?lol which part was that i missed?have u been following what i tweet?lol got short attention span,sorry ",stephmcastro huhmoihilariouslol which part was that i missedhave u been following what i tweetlol got short attention spansorry ,4025,6,0.6568,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['stephmcastro', 'missedhav', 'follow', 'tweetlol', 'short', 'attent', 'spansorri']",not body,No
0,@machroi Sad.    No wonder there were only 3. So what were John Cleese and Rowan Atkinson's excuses for Fawlty Towers &amp; Blackadder short?,machroi Sad    No wonder there were only  So what were John Cleese and Rowan Atkinsons excuses for Fawlty Towers amp Blackadder short,4029,0,0.6063,"dark, look, short, skin, bodi, go, miss, work, hair, say","['machroi', 'wonder', 'john', 'clees', 'rowan', 'atkinson', 'excus', 'fawlti', 'tower', 'blackadd', 'short']",not body,No
0,My body won't me sleep after 8:30. ,My body wont me sleep after  ,4032,6,0.6644,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['bodi', 'wont', 'sleep']",not body,No
0,I'm sitting in a dark room ... my dad took the light bulb out of the ... light thingy. So now it's dark. ,Im sitting in a dark room  my dad took the light bulb out of the  light thingy So now its dark ,4033,0,0.7181,"dark, look, short, skin, bodi, go, miss, work, hair, say","['sit', 'dark', 'room', 'take', 'light', 'bulb', 'light', 'thingi', 'dark']",not body,No
0,@JoMilson no body wants me  its no use. why aren't you here yet ??,JoMilson no body wants me  its no use why arent you here yet ,4042,0,0.657,"dark, look, short, skin, bodi, go, miss, work, hair, say","['jomilson', 'bodi', 'want', 'arent']",not body,No
0,Actually l think I look ugly on tv  http://myloc.me/3VmJ,Actually l think I look ugly on tv  httpmylocmeVmJ,4045,7,0.7012,"bodi, ugli, short, know, dark, like, love, good, time, get","['actual', 'think', 'look', 'ugli', 'httpmylocmevmj']",not body,No
0,"just came back from training, whew i felt really heavy cause i had short brake ",just came back from training whew i felt really heavy cause i had short brake ,4046,7,0.7322,"bodi, ugli, short, know, dark, like, love, good, time, get","['come', 'train', 'whew', 'felt', 'heavi', 'caus', 'short', 'brake']",not body,No
0,missed alex's chubby fat. He's so thin now  #fb,missed alexs chubby fat Hes so thin now  fb,4048,0,0.5623,"dark, look, short, skin, bodi, go, miss, work, hair, say","['miss', 'alex', 'chubbi']",not body,No
0,Oh my goodness my legs are fire....my body is buggin...and I'm still in bed.  but boy oh boy that work out is killa. Haha.,Oh my goodness my legs are firemy body is bugginand Im still in bed  but boy oh boy that work out is killa Haha,4051,0,0.7169,"dark, look, short, skin, bodi, go, miss, work, hair, say","['good', 'leg', 'firemi', 'bodi', 'bugginand', 'work', 'killa', 'haha']",not body,No
0,I'm going to bed with a heavy heart. Good night world. I pray tomorrow will be a much better day. ,Im going to bed with a heavy heart Good night world I pray tomorrow will be a much better day ,4052,6,0.7744,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['go', 'heavi', 'heart', 'good', 'night', 'world', 'pray', 'tomorrow', 'better']",not body,No
0,@BUGACF She has the saggy body  n she's a flaci so gets da double  ... She would be the type I would yell stfu during sex,BUGACF She has the saggy body  n shes a flaci so gets da double   She would be the type I would yell stfu during sex,4054,7,0.7156,"bodi, ugli, short, know, dark, like, love, good, time, get","['bugacf', 'saggi', 'bodi', 'she', 'flaci', 'get', 'doubl', 'type', 'yell', 'stfu']",not body,No
0,I hate short lights at intersections! Specifically going south turning left onto 87 from quivera... ,I hate short lights at intersections Specifically going south turning left onto  from quivera ,4055,0,0.4536,"dark, look, short, skin, bodi, go, miss, work, hair, say","['hate', 'short', 'light', 'intersect', 'specif', 'go', 'south', 'turn', 'leav', 'quivera']",not body,No
0,Getting depressed at the ugly noisy hailstorm thunder and lighting rain outside ,Getting depressed at the ugly noisy hailstorm thunder and lighting rain outside ,4056,7,0.7527,"bodi, ugli, short, know, dark, like, love, good, time, get","['get', 'depress', 'ugli', 'noisi', 'hailstorm', 'thunder', 'light', 'rain', 'outsid']",not body,No
0,just ate a not satisfying lunch...eating light today..ate so heavy this past weekend and tonight's mom's bday dinner...so no gym ,just ate a not satisfying luncheating light todayate so heavy this past weekend and tonights moms bday dinnerso no gym ,4058,0,0.7398,"dark, look, short, skin, bodi, go, miss, work, hair, say","['satisfi', 'luncheat', 'light', 'today', 'heavi', 'past', 'weekend', 'tonight', 'mom', 'bday', 'dinnerso']",not body,No
0,dinner and chips ... omg I'll be fat .... tennis was very good ... but i look like a wet dog ,dinner and chips  omg Ill be fat  tennis was very good  but i look like a wet dog ,4061,0,0.698,"dark, look, short, skin, bodi, go, miss, work, hair, say","['dinner', 'chip', 'tenni', 'good', 'look', 'like']",not body,No
0,"Damn, I've got a fat ass. ",Damn Ive got a fat ass ,4062,0,0.5622,"dark, look, short, skin, bodi, go, miss, work, hair, say",['damn'],not body,No
0,LOL. I have to work with a not ugly guy all summer  kill me now!,LOL I have to work with a not ugly guy all summer  kill me now,4064,7,0.7001,"bodi, ugli, short, know, dark, like, love, good, time, get","['work', 'ugli', 'summer', 'kill']",not body,No
0,Why do I have to have dark hair? ,Why do I have to have dark hair ,4067,0,0.6298,"dark, look, short, skin, bodi, go, miss, work, hair, say","['dark', 'hair']",not body,No
0,"not feelin' good at all. shittttttt, fuck stomachaches, headaches, and body sores. i went to the bathroom a billion times. FML. ",not feelin good at all shittttttt fuck stomachaches headaches and body sores i went to the bathroom a billion times FML ,4069,7,0.5223,"bodi, ugli, short, know, dark, like, love, good, time, get","['feelin', 'good', 'shittttttt', 'fuck', 'stomachach', 'headach', 'bodi', 'sore', 'go', 'bathroom', 'billion', 'time']",not body,No
0,@Mav2006 They don't have them anymore  I'm too fat and knackered to anyway,Mav They dont have them anymore  Im too fat and knackered to anyway,4072,0,0.6303,"dark, look, short, skin, bodi, go, miss, work, hair, say","['dont', 'anymor', 'knacker']",not body,No
0,"@ashAfied Yeahhh, moar memory! Oh, sorry I missed out on you at HONfest yesterday.  But it looks like my staff got a short clip of ur perf",ashAfied Yeahhh moar memory Oh sorry I missed out on you at HONfest yesterday  But it looks like my staff got a short clip of ur perf,4073,0,0.7582,"dark, look, short, skin, bodi, go, miss, work, hair, say","['ashafi', 'yeahhh', 'moar', 'memori', 'sorri', 'miss', 'honfest', 'yesterday', 'look', 'like', 'staff', 'short', 'clip', 'perf']",not body,No
0,@rainnwilson Creamy body fat is so underrated ,rainnwilson Creamy body fat is so underrated ,4076,7,0.562,"bodi, ugli, short, know, dark, like, love, good, time, get","['rainnwilson', 'creami', 'bodi', 'underr']",not body,No
0,"I had a dream that I found all new camera equipment in a field. 4.5mm Sigma Fisheye, 11mm Aspherical Tamron Lens and a new Canon body ",I had a dream that I found all new camera equipment in a field mm Sigma Fisheye mm Aspherical Tamron Lens and a new Canon body ,4077,6,0.6593,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['dream', 'camera', 'equip', 'field', 'sigma', 'fishey', 'aspher', 'tamron', 'len', 'canon', 'bodi']",not body,No
0,All the Sales AEs are depressed around me.  There is a dark gloomy cloud over all our cubes. ,All the Sales AEs are depressed around me  There is a dark gloomy cloud over all our cubes ,4078,7,0.7197,"bodi, ugli, short, know, dark, like, love, good, time, get","['sale', 'depress', 'dark', 'gloomi', 'cloud', 'cub']",not body,No
0,I feel ugly today ,I feel ugly today ,4079,7,0.6783,"bodi, ugli, short, know, dark, like, love, good, time, get","['feel', 'ugli', 'today']",not body,No
0,@MissWayneFasho  your so gay n im so fat ,MissWayneFasho  your so gay n im so fat ,4080,0,0.125,"dark, look, short, skin, bodi, go, miss, work, hair, say",['misswaynefasho'],not body,No
0,Just can't seem to snap out of ZOMBIE Mode...2 day weekends are too short ,Just cant seem to snap out of ZOMBIE Mode day weekends are too short ,4082,6,0.6136,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['snap', 'zombi', 'mode', 'weekend', 'short']",not body,No
0,"I'm working on the best site ever - www.block11.ca but I can't cam up because I'm so dark, the camera cant pick me up. ",Im working on the best site ever  wwwblockca but I cant cam up because Im so dark the camera cant pick me up ,4084,0,0.5198,"dark, look, short, skin, bodi, go, miss, work, hair, say","['work', 'best', 'site', 'wwwblockca', 'dark', 'camera', 'pick']",not body,No
0,"Played a short session today, one stack up. Nine to go... ",Played a short session today one stack up Nine to go ,4085,7,0.7147,"bodi, ugli, short, know, dark, like, love, good, time, get","['play', 'short', 'session', 'today', 'stack']",not body,No
0,my body is sore ,my body is sore ,4089,7,0.6145,"bodi, ugli, short, know, dark, like, love, good, time, get","['bodi', 'sore']",not body,No
0,spring rolls arent nice with dark soya sauce trust me  norrrappppy,spring rolls arent nice with dark soya sauce trust me  norrrappppy,4090,0,0.4889,"dark, look, short, skin, bodi, go, miss, work, hair, say","['spring', 'roll', 'arent', 'nice', 'dark', 'soya', 'sauc', 'trust', 'norrrappppi']",not body,No
0,I'm gonna be brave and log on to .com and lend some support to the Australian gals. I hope its not getting ugly over there. ,Im gonna be brave and log on to com and lend some support to the Australian gals I hope its not getting ugly over there ,4092,7,0.7046,"bodi, ugli, short, know, dark, like, love, good, time, get","['gonna', 'brave', 'lend', 'support', 'australian', 'gal', 'hope', 'get', 'ugli']",not body,No
0,Sooo tired. I don't feel good. I think I have a fever. And my body aches. I'm freezing too. I need hot blanket. ,Sooo tired I dont feel good I think I have a fever And my body aches Im freezing too I need hot blanket ,4093,7,0.7809,"bodi, ugli, short, know, dark, like, love, good, time, get","['sooo', 'tire', 'dont', 'feel', 'good', 'think', 'fever', 'bodi', 'ach', 'freez', 'need', 'blanket']",not body,No
0,"Aw, It's was a sunny day, what happened? There's dark clouds. It's going to rain soon. ",Aw Its was a sunny day what happened Theres dark clouds Its going to rain soon ,4095,0,0.581,"dark, look, short, skin, bodi, go, miss, work, hair, say","['sunni', 'happen', 'there', 'dark', 'cloud', 'go', 'rain', 'soon']",not body,No
0,wat a day heavy rain and thunderstorms carnt we have the nice weather bk  ,wat a day heavy rain and thunderstorms carnt we have the nice weather bk  ,4096,6,0.7042,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['heavi', 'rain', 'thunderstorm', 'carnt', 'nice', 'weather']",not body,No
0,I am burnt on only one side of my body  why didn't I flip?,I am burnt on only one side of my body  why didnt I flip,4097,0,0.4479,"dark, look, short, skin, bodi, go, miss, work, hair, say","['burn', 'bodi', 'didnt', 'flip']",not body,No
0,I'm burned by the sun!!!the sun at the north sea was great. But now my skin is aching ,Im burned by the sunthe sun at the north sea was great But now my skin is aching ,4099,0,0.4822,"dark, look, short, skin, bodi, go, miss, work, hair, say","['burn', 'sunth', 'north', 'great', 'skin', 'ach']",not body,No
0,Getting antsy. The body shop closes in two hours and I haven't heard from them since this morning. ,Getting antsy The body shop closes in two hours and I havent heard from them since this morning ,4100,7,0.7639,"bodi, ugli, short, know, dark, like, love, good, time, get","['get', 'antsi', 'bodi', 'shop', 'close', 'hour', 'havent', 'hear', 'morn']",not body,No
0,Just came from the doc. &amp; I'm sicky. &amp; no work for at least four days. My body ia ching &amp; I'm so uncomfortable ,Just came from the doc amp Im sicky amp no work for at least four days My body ia ching amp Im so uncomfortable ,4101,0,0.6981,"dark, look, short, skin, bodi, go, miss, work, hair, say","['come', 'sicki', 'work', 'day', 'bodi', 'ching', 'uncomfort']",not body,No
0,Just came from the doc. &amp; I'm sicky. &amp; no work for at least four days. My body is aching &amp; I'm so uncomfortable ,Just came from the doc amp Im sicky amp no work for at least four days My body is aching amp Im so uncomfortable ,4102,7,0.7214,"bodi, ugli, short, know, dark, like, love, good, time, get","['come', 'sicki', 'work', 'day', 'bodi', 'ach', 'uncomfort']",not body,No
0,@AvArFieldAgent They searched the fields here in A-Town when the story first broke for her body.  ,AvArFieldAgent They searched the fields here in ATown when the story first broke for her body  ,4104,6,0.6641,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['avarfieldag', 'search', 'field', 'atown', 'stori', 'break', 'bodi']",not body,No
0,@WandaMoosejaw I'm not least I don't think so lol My body woke me up Didn't fall asleep 'til after 6 Damn David- that was what kept me up ,WandaMoosejaw Im not least I dont think so lol My body woke me up Didnt fall asleep til after  Damn David that was what kept me up ,4110,7,0.4599,"bodi, ugli, short, know, dark, like, love, good, time, get","['wandamoosejaw', 'dont', 'think', 'bodi', 'wake', 'didnt', 'fall', 'asleep', 'damn', 'david', 'keep']",not body,No
0,@michaellovato you never mention Frisco!  He is like the ugly duckling.,michaellovato you never mention Frisco  He is like the ugly duckling,4116,7,0.6371,"bodi, ugli, short, know, dark, like, love, good, time, get","['michaellovato', 'mention', 'frisco', 'like', 'ugli', 'duckl']",not body,No
0,@mgrimes Am I too fat to be an Apple geek? ,mgrimes Am I too fat to be an Apple geek ,4117,0,0.125,"dark, look, short, skin, bodi, go, miss, work, hair, say","['mgrime', 'appl', 'geek']",not body,No
0,"@sarahsea Your hair is lovely. I got mine cut short recently as it was coming out due to lupus, wish I could've kept it longer ",sarahsea Your hair is lovely I got mine cut short recently as it was coming out due to lupus wish I couldve kept it longer ,4118,6,0.749,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['sarahsea', 'hair', 'love', 'short', 'recent', 'come', 'lupu', 'wish', 'couldv', 'keep', 'longer']",not body,No
0,I have a feeling the heavy crying scenes might be soon. ,I have a feeling the heavy crying scenes might be soon ,4119,6,0.6956,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['feel', 'heavi', 'cri', 'scene', 'soon']",not body,No
0,"proper bed in 6 days, wahoo! Now just need to lower body temp...far too hot, dam sunburn ",proper bed in  days wahoo Now just need to lower body tempfar too hot dam sunburn ,4121,0,0.6917,"dark, look, short, skin, bodi, go, miss, work, hair, say","['proper', 'day', 'wahoo', 'need', 'lower', 'bodi', 'tempfar', 'sunburn']",not body,No
0,going soon~ @egg104 my body hurts too! ,going soon egg my body hurts too ,4122,0,0.6959,"dark, look, short, skin, bodi, go, miss, work, hair, say","['go', 'soon', 'bodi', 'hurt']",not body,No
0,@varohaub you mean the coffee? i always get the standard drip coffee - tall - no cream/sugar - and the last two times its been burnt ,varohaub you mean the coffee i always get the standard drip coffee  tall  no creamsugar  and the last two times its been burnt ,4124,7,0.7046,"bodi, ugli, short, know, dark, like, love, good, time, get","['varohaub', 'mean', 'coffe', 'standard', 'drip', 'coffe', 'tall', 'creamsugar', 'time', 'burn']",not body,No
0,i hav a fat toungue ,i hav a fat toungue ,4128,0,0.125,"dark, look, short, skin, bodi, go, miss, work, hair, say",['toungu'],not body,No
0,My fat ass would get ketchup on my white dress ,My fat ass would get ketchup on my white dress ,4130,7,0.6369,"bodi, ugli, short, know, dark, like, love, good, time, get","['ketchup', 'white', 'dress']",not body,No
0,im going to miss the first new eiposode of ugly betty because of prom  hahahaha,im going to miss the first new eiposode of ugly betty because of prom  hahahaha,4131,7,0.4917,"bodi, ugli, short, know, dark, like, love, good, time, get","['go', 'miss', 'eiposod', 'ugli', 'betti', 'prom', 'hahahaha']",not body,No
0,So i am trying to work on my foot tan but there is a big ugly cloud in the way ,So i am trying to work on my foot tan but there is a big ugly cloud in the way ,4135,7,0.4278,"bodi, ugli, short, know, dark, like, love, good, time, get","['tri', 'work', 'foot', 'ugli', 'cloud']",not body,No
0,starting to look real ugly outside in midtown ,starting to look real ugly outside in midtown ,4140,6,0.7232,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['start', 'look', 'real', 'ugli', 'outsid', 'midtown']",not body,No
0,"Got a haircut. It's really short. Also, @razemetazz, I seem to be grounded. Which means I can't come tomorrow ",Got a haircut Its really short Also razemetazz I seem to be grounded Which means I cant come tomorrow ,4141,7,0.7167,"bodi, ugli, short, know, dark, like, love, good, time, get","['haircut', 'short', 'razemetazz', 'ground', 'mean', 'come', 'tomorrow']",not body,No
0, fuck. I am an ugly person., fuck I am an ugly person,4142,7,0.6707,"bodi, ugli, short, know, dark, like, love, good, time, get","['fuck', 'ugli', 'person']",not body,No
0,"Now I know what &quot;June Gloom&quot; is. It's cloudy and dark and gloomy outside. The sun is hiding, and I don't like it ",Now I know what quotJune Gloomquot is Its cloudy and dark and gloomy outside The sun is hiding and I dont like it ,4144,7,0.758,"bodi, ugli, short, know, dark, like, love, good, time, get","['know', 'quotjun', 'gloomquot', 'cloudi', 'dark', 'gloomi', 'outsid', 'hide', 'dont', 'like']",not body,No
0,So tired of Racism!!! Can't we all just get along?! Come on people the only difference between us is our skin color's!! Jesus ,So tired of Racism Cant we all just get along Come on people the only difference between us is our skin colors Jesus ,4148,0,0.7395,"dark, look, short, skin, bodi, go, miss, work, hair, say","['tire', 'racism', 'come', 'peopl', 'differ', 'skin', 'color', 'jesu']",not body,No
0,I need to go on a diet..no more snacks  need to turn some fat into muscle.,I need to go on a dietno more snacks  need to turn some fat into muscle,4149,7,0.7065,"bodi, ugli, short, know, dark, like, love, good, time, get","['need', 'dietno', 'snack', 'need', 'turn', 'muscl']",not body,No
0,@popstarmagazine me last minute i couldnt go because it was to short of a notice  im so upset! can you tell mitch i said hi?! ,popstarmagazine me last minute i couldnt go because it was to short of a notice  im so upset can you tell mitch i said hi ,4153,7,0.7357,"bodi, ugli, short, know, dark, like, love, good, time, get","['popstarmagazin', 'minut', 'short', 'notic', 'upset', 'tell', 'mitch', 'say']",not body,No
0,@jjvalent too short of notice ,jjvalent too short of notice ,4154,6,0.6064,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['jjvalent', 'short', 'notic']",not body,No
0,Haha havent been told im fat so many times in my life ,Haha havent been told im fat so many times in my life ,4155,7,0.7261,"bodi, ugli, short, know, dark, like, love, good, time, get","['haha', 'havent', 'tell', 'time', 'life']",not body,No
0,"Tears: verb, noun, def.: can cause skin to dry, makes water in your eyes when your sad, causes heartache, but worst of all,. ",Tears verb noun def can cause skin to dry makes water in your eyes when your sad causes heartache but worst of all ,4156,0,0.7485,"dark, look, short, skin, bodi, go, miss, work, hair, say","['tear', 'verb', 'noun', 'caus', 'skin', 'make', 'water', 'eye', 'caus', 'heartach', 'worst']",not body,No
0,@SophiaMelon @KatieCeciil @katedangerous @ShelbyCobraaa @ShaePadilla that was 2 short   Were you answering questions sent to @KSMOfficial?,SophiaMelon KatieCeciil katedangerous ShelbyCobraaa ShaePadilla that was  short   Were you answering questions sent to KSMOfficial,4159,7,0.6923,"bodi, ugli, short, know, dark, like, love, good, time, get","['sophiamelon', 'katiececiil', 'katedanger', 'shelbycobraaa', 'shaepadilla', 'short', 'answer', 'question', 'send', 'ksmoffici']",not body,No
0,i tried to buy white chocolate raspberry bullets today but i was 5cents short and the stupid asian lady wouldnt let me have them ,i tried to buy white chocolate raspberry bullets today but i was cents short and the stupid asian lady wouldnt let me have them ,4161,6,0.412,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['tri', 'white', 'chocol', 'raspberri', 'bullet', 'today', 'cent', 'short', 'stupid', 'asian', 'ladi', 'wouldnt']",not body,No
0, what about that fat boy?, what about that fat boy,4162,0,0.125,"dark, look, short, skin, bodi, go, miss, work, hair, say",[],not body,No
0,It's 8:30 and I'm ready for bed..but my body won't let me sleep..Grrr. ,Its  and Im ready for bedbut my body wont let me sleepGrrr ,4165,0,0.6631,"dark, look, short, skin, bodi, go, miss, work, hair, say","['readi', 'bedbut', 'bodi', 'wont', 'sleepgrrr']",not body,No
0,Is anyone else afraid of the dark? I get scared at nighttime. ,Is anyone else afraid of the dark I get scared at nighttime ,4172,0,0.6639,"dark, look, short, skin, bodi, go, miss, work, hair, say","['afraid', 'dark', 'scar', 'nighttim']",not body,No
0,Trying to download @darthjulian's Design Fiction essay but all the short links are broken. ,Trying to download darthjulians Design Fiction essay but all the short links are broken ,4180,7,0.7152,"bodi, ugli, short, know, dark, like, love, good, time, get","['tri', 'download', 'darthjulian', 'design', 'fiction', 'essay', 'short', 'link', 'break']",not body,No
0,i feel just like karen on tonight shows. ever since a dream i had when i was a little girl i've been afraid of the dark. ,i feel just like karen on tonight shows ever since a dream i had when i was a little girl ive been afraid of the dark ,4182,7,0.7716,"bodi, ugli, short, know, dark, like, love, good, time, get","['feel', 'like', 'karen', 'tonight', 'show', 'dream', 'littl', 'girl', 'afraid', 'dark']",not body,No
0,finished the kitchen; the rest of the downstairs is now about 75% there.  I'm a neat-freak stuck in a habitual clutterer's body. ,finished the kitchen the rest of the downstairs is now about  there  Im a neatfreak stuck in a habitual clutterers body ,4185,6,0.6958,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['finish', 'kitchen', 'rest', 'downstair', 'neatfreak', 'stick', 'habitu', 'clutter', 'bodi']",not body,No
0,spinning these skinny singles for a 2-ply is making me wish i spun more art yarn.  could have spun at least 8 art yarns in the same time. ,spinning these skinny singles for a ply is making me wish i spun more art yarn  could have spun at least  art yarns in the same time ,4190,0,0.7065,"dark, look, short, skin, bodi, go, miss, work, hair, say","['spin', 'skinni', 'singl', 'make', 'wish', 'spin', 'yarn', 'spin', 'yarn', 'time']",not body,No
0,@piercethemind yeah you are getting a bit of a rash. your skin is rough ,piercethemind yeah you are getting a bit of a rash your skin is rough ,4191,7,0.6745,"bodi, ugli, short, know, dark, like, love, good, time, get","['piercethemind', 'yeah', 'get', 'rash', 'skin', 'rough']",not body,No
0,Work uniform WAYYY too short! Came home 2 get safety shorts n nw on Twitter. HAHA. Gonna go bk 2 wrk.. I dun wanna look like a porn star! ,Work uniform WAYYY too short Came home  get safety shorts n nw on Twitter HAHA Gonna go bk  wrk I dun wanna look like a porn star ,4192,6,0.7922,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['work', 'uniform', 'wayyy', 'short', 'come', 'home', 'safeti', 'short', 'twitter', 'haha', 'gonna', 'wanna', 'look', 'like', 'porn', 'star']",not body,No
0,"Okay, we now know that foods high in fat are a no-no unless I want my stomach to turn itself inside out. ",Okay we now know that foods high in fat are a nono unless I want my stomach to turn itself inside out ,4194,6,0.4028,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['okay', 'know', 'food', 'high', 'nono', 'want', 'stomach', 'turn', 'insid']",not body,No
0,"@stacefaysh Priuses. Prii. Or maybe just Prius? Anyway, YEA I KNOW SO COOL my moms pretty much down but my dad's not  Sez theyre ugly haha",stacefaysh Priuses Prii Or maybe just Prius Anyway YEA I KNOW SO COOL my moms pretty much down but my dads not  Sez theyre ugly haha,4195,7,0.5427,"bodi, ugli, short, know, dark, like, love, good, time, get","['stacefaysh', 'prius', 'prii', 'mayb', 'priu', 'know', 'cool', 'mom', 'pretti', 'dad', 'theyr', 'ugli', 'haha']",not body,No
0,"@stacefaysh Priuses. Prii. Or maybe just Prius? Anyway, YEA I KNOW SO COOL my moms pretty much down but my dads not  Sez theyre ugly haha",stacefaysh Priuses Prii Or maybe just Prius Anyway YEA I KNOW SO COOL my moms pretty much down but my dads not  Sez theyre ugly haha,4196,7,0.5217,"bodi, ugli, short, know, dark, like, love, good, time, get","['stacefaysh', 'prius', 'prii', 'mayb', 'priu', 'know', 'cool', 'mom', 'pretti', 'dad', 'theyr', 'ugli', 'haha']",not body,No
0,"My body ain't feeling right, I pray I'm not getting sick again ",My body aint feeling right I pray Im not getting sick again ,4197,7,0.7473,"bodi, ugli, short, know, dark, like, love, good, time, get","['bodi', 'aint', 'feel', 'right', 'pray', 'get', 'sick']",not body,No
0,long story short R.I.P Kyle Hart ,long story short RIP Kyle Hart ,4198,6,0.6626,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['long', 'stori', 'short', 'kyle', 'hart']",not body,No
0,@YOUNGSAFE i have a bubble butt and skinny legs. naturally. ,YOUNGSAFE i have a bubble butt and skinny legs naturally ,4201,0,0.5256,"dark, look, short, skin, bodi, go, miss, work, hair, say","['youngsaf', 'bubbl', 'butt', 'skinni', 'leg', 'natur']",not body,No
0,@CallMe_Goddess I'm going to bed soon and I shouldn't have eaten that chicken. I'm getting fat in the stomach area. ,CallMeGoddess Im going to bed soon and I shouldnt have eaten that chicken Im getting fat in the stomach area ,4204,7,0.4779,"bodi, ugli, short, know, dark, like, love, good, time, get","['callmegoddess', 'go', 'soon', 'shouldnt', 'eat', 'chicken', 'get', 'stomach', 'area']",not body,No
0,Haven't been able to run because I hurt my knee  Feeling fat now,Havent been able to run because I hurt my knee  Feeling fat now,4206,6,0.7221,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['havent', 'abl', 'hurt', 'knee', 'feel']",not body,No
0,sleep. it's hot in the house. can't sleep  tomorrow's Tuesday-my arch nemesis. We will battle in a few short bitter hours. Wish me luck,sleep its hot in the house cant sleep  tomorrows Tuesdaymy arch nemesis We will battle in a few short bitter hours Wish me luck,4207,0,0.7488,"dark, look, short, skin, bodi, go, miss, work, hair, say","['sleep', 'hous', 'sleep', 'tomorrow', 'tuesdaymi', 'arch', 'nemesi', 'battl', 'short', 'bitter', 'hour', 'wish', 'luck']",not body,No
