polarity,text,text_2,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Topic,Body_Shaming
0,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now. ,Anyone ever had that heavy feeling of sadness in their hearts Thats my case rite now ,1374,3,0.7193,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['heavi', 'feel', 'sad', 'heart', 'that', 'case', 'rite']",body,Yes
0,@kiitzyy I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin! ,kiitzyy I think so hahah geez lady  hours ago Go to bed Lack of sleep is bad for your skin ,1376,5,0.4417,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['kiitzyy', 'think', 'hahah', 'geez', 'ladi', 'hour', 'lack', 'sleep', 'skin']",body,Yes
0,O dnt even like wearing  my skinny jean no more cuz of yall bitch ass ni99as... ,O dnt even like wearing  my skinny jean no more cuz of yall bitch ass nias ,1377,1,0.4756,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['like', 'wear', 'skinni', 'jean', 'yall', 'bitch', 'nia']",body,Yes
0,My body hurt  I need a rub down like NOW!,My body hurt  I need a rub down like NOW,1378,3,0.6998,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['bodi', 'hurt', 'need', 'like']",body,Yes
0,My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!,My car is in the car hospital for the nxt  days  I gotta go pick up a loaner car b  Bein without wheels  day will set me back heavy,1379,5,0.7227,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['hospit', 'day', 'gotta', 'pick', 'loaner', 'bein', 'wheel', 'heavi']",body,Yes
0,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly ,Ewww just printed my new Id badge thingie  work n eww my picture I took so many n they were all ugly ,1380,3,0.7004,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['ewww', 'print', 'badg', 'thingi', 'work', 'pictur', 'take', 'ugli']",body,Yes
0,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol,SakPase I guess u ain like me den My hair cut short  lol,1381,2,0.692,"short, like, love, bodi, watch, dark, tall, think, week, that","['sakpas', 'guess', 'like', 'hair', 'short']",body,Yes
0,"Ohhhh man  My mom got a bag of these caramel candy things, they're soooo good. I'm going to get so fat off of them ;__;",Ohhhh man  My mom got a bag of these caramel candy things theyre soooo good Im going to get so fat off of them ,1382,4,0.7224,"short, bodi, good, guy, hair, your, mind, thing, life, love","['ohhhh', 'caramel', 'candi', 'thing', 'theyr', 'soooo', 'good', 'go']",body,Yes
0,"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all ",Annie Its ugly and gray outside even in San Diego Not too cold will get to  but Maygray Junegloom for us all ,1383,1,0.6736,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['anni', 'ugli', 'gray', 'outsid', 'diego', 'cold', 'maygray', 'junegloom']",body,Yes
0,so freaking tired.  It's like my body refuses to move.  ,so freaking tired  Its like my body refuses to move  ,1384,3,0.6868,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['freak', 'tire', 'like', 'bodi', 'refus']",body,Yes
0,"@nikkibop and he's not even fat!!!! Huh, @freyalynn? He's just friggin huge!  I have a freak. ",nikkibop and hes not even fat Huh freyalynn Hes just friggin huge  I have a freak ,1387,3,0.3952,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['nikkibop', 'freyalynn', 'friggin', 'huge', 'freak']",body,Yes
0,"@Lesley_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts ",LesleyM Melted maybe  square inches of skin Ran it under cold water for a min or two and then iced until the ice melted Now hurts ,1388,2,0.5155,"short, like, love, bodi, watch, dark, tall, think, week, that","['lesleym', 'melt', 'mayb', 'squar', 'inch', 'skin', 'cold', 'water', 'ice', 'melt', 'hurt']",body,Yes
0,and because I wasn't having a bad enough time last night my body decided it wanted to be sick ,and because I wasnt having a bad enough time last night my body decided it wanted to be sick ,1389,5,0.7625,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['wasnt', 'have', 'time', 'night', 'bodi', 'decid', 'want', 'sick']",body,Yes
0,A short 5.25 hours left to go at work ,A short  hours left to go at work ,1390,5,0.6958,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['short', 'hour', 'leav', 'work']",body,Yes
0,the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha,the start of my day was finding a lump on my body went to the hospital apparently its nothing fewfffff bloodtests suck  haha,1391,4,0.4945,"short, bodi, good, guy, hair, your, mind, thing, life, love","['start', 'find', 'lump', 'bodi', 'go', 'hospit', 'appar', 'fewfffff', 'bloodtest', 'suck', 'haha']",body,Yes
0,Why is it soooo cold &amp; ugly out?? ,Why is it soooo cold amp ugly out ,1393,1,0.3668,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['soooo', 'cold', 'ugli']",body,Yes
0,"@gfalcone601 giii help me  i really wana find a gorgeous dress for prom, not long, mid length or short, anywhere in the uk. please help ",gfalcone giii help me  i really wana find a gorgeous dress for prom not long mid length or short anywhere in the uk please help ,1394,5,0.4728,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['gfalcon', 'giii', 'help', 'wana', 'gorgeou', 'dress', 'prom', 'long', 'length', 'short', 'help']",body,Yes
0,@thisislivestyle man yes BrOoKlYn goes hard but longstory short have 2 get comfy in windy !!! ,thisislivestyle man yes BrOoKlYn goes hard but longstory short have  get comfy in windy  ,1396,3,0.6582,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['thisislivestyl', 'brooklyn', 'go', 'hard', 'longstori', 'short', 'comfi', 'windi']",body,Yes
0,@2TuffDC i dunno what i'm gonna do. i love my skinny jeans! ,TuffDC i dunno what im gonna do i love my skinny jeans ,1397,1,0.7051,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['tuffdc', 'dunno', 'gonna', 'love', 'skinni', 'jean']",body,Yes
0,"Being tall has its ups and downs , my legs are in pain ",Being tall has its ups and downs  my legs are in pain ,1400,5,0.676,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['tall', 'down', 'leg', 'pain']",body,Yes
0,some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow ,some advice for all of you dont pressure wash your foot it hurts and is not worth it you really do want the skin on your foot FYI ow ,1402,3,0.7307,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['advic', 'dont', 'pressur', 'wash', 'foot', 'hurt', 'worth', 'want', 'skin', 'foot']",body,Yes
0,Tasha's really bad haircut. She's being treated for skin cancer and is shaved from neck to tail.  http://twitpic.com/671zy,Tashas really bad haircut Shes being treated for skin cancer and is shaved from neck to tail  httptwitpiccomzy,1403,1,0.7227,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['tasha', 'haircut', 'she', 'treat', 'skin', 'cancer', 'shave', 'neck', 'tail']",body,Yes
0,@sianhughes_ i kinda hope she died in the fire cause i didnt like her but there was no sign of a body ,sianhughes i kinda hope she died in the fire cause i didnt like her but there was no sign of a body ,1408,5,0.7614,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['sianhugh', 'kinda', 'hope', 'die', 'caus', 'didnt', 'like', 'sign', 'bodi']",body,Yes
0,@PattyHankins Awe - didn't know cats got skin cancer ,PattyHankins Awe  didnt know cats got skin cancer ,1409,1,0.6993,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['pattyhankin', 'didnt', 'know', 'cat', 'skin', 'cancer']",body,Yes
0,@KimmyGotSoul aw damn. ok i got you for tuesday on that. i gotta write a short post for today tho ,KimmyGotSoul aw damn ok i got you for tuesday on that i gotta write a short post for today tho ,1411,5,0.7356,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['kimmygotsoul', 'damn', 'tuesday', 'gotta', 'write', 'short', 'post', 'today']",body,Yes
0,@Gleegirloz Life is too short. I know its slefish but i wish everybody would outlive ME ,Gleegirloz Life is too short I know its slefish but i wish everybody would outlive ME ,1413,4,0.697,"short, bodi, good, guy, hair, your, mind, thing, life, love","['gleegirloz', 'life', 'short', 'know', 'slefish', 'wish', 'everybodi', 'outliv']",body,Yes
0,@Pappy60 Looks nice.... never knew VHS had such a short life span... hope my fav VHS is not dead ,Pappy Looks nice never knew VHS had such a short life span hope my fav VHS is not dead ,1417,5,0.761,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['pappi', 'look', 'nice', 'know', 'short', 'life', 'span', 'hope', 'dead']",body,Yes
0,"@tlockemy I do too, but not heavy rain, which we've had 4 more than a wk. ",tlockemy I do too but not heavy rain which weve had  more than a wk ,1418,1,0.6342,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['tlockemi', 'heavi', 'rain', 'weve']",body,Yes
0,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch! ",Just figured out why only strong guys are supposed to put heavy things on top shelves ouch ,1419,4,0.7543,"short, bodi, good, guy, hair, your, mind, thing, life, love","['figur', 'strong', 'guy', 'suppos', 'heavi', 'thing', 'shelv', 'ouch']",body,Yes
0,Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me ,Pouring outside Cleaning out my locker My bookbag is heavy and my back and arms are killing me ,1420,3,0.7232,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['pour', 'outsid', 'clean', 'locker', 'bookbag', 'heavi', 'arm', 'kill']",body,Yes
0,"urgh, over slept for work, still done no revision and im SO snappy today. having a total fat day too ",urgh over slept for work still done no revision and im SO snappy today having a total fat day too ,1422,1,0.725,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['urgh', 'sleep', 'work', 'revis', 'snappi', 'today', 'have', 'total']",body,Yes
0,Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost. ,Just saw a dark burgundy Scion xB That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost ,1423,1,0.7514,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['dark', 'burgundi', 'scion', 'dark', 'shade', 'make', 'look', 'like', 'minivan', 'shawdow', 'line', 'curv', 'lose']",body,Yes
0,"at work, with a swollen face  thank god it's kohls though. I'm feelin fat. flip flops are about to break annnnd I get my hair done tonight",at work with a swollen face  thank god its kohls though Im feelin fat flip flops are about to break annnnd I get my hair done tonight,1424,4,0.7547,"short, bodi, good, guy, hair, your, mind, thing, life, love","['work', 'swell', 'face', 'thank', 'kohl', 'feelin', 'flip', 'flop', 'break', 'annnnd', 'hair', 'tonight']",body,Yes
0,Every part of my body aches   I'm tryin' so hard not to throw up ,Every part of my body aches   Im tryin so hard not to throw up ,1425,3,0.6924,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['bodi', 'ach', 'tryin', 'hard', 'throw']",body,Yes
0,"That didn't take long.. A fragment of bone did not heal to the major bone, it is now being reabsorbed by my body, may need fix in future ",That didnt take long A fragment of bone did not heal to the major bone it is now being reabsorbed by my body may need fix in future ,1426,2,0.7115,"short, like, love, bodi, watch, dark, tall, think, week, that","['didnt', 'long', 'fragment', 'bone', 'heal', 'major', 'bone', 'reabsorb', 'bodi', 'need', 'futur']",body,Yes
0,sitting next to bed. cannot lay down because iPhone charging cable is too short. ,sitting next to bed cannot lay down because iPhone charging cable is too short ,1427,4,0.3774,"short, bodi, good, guy, hair, your, mind, thing, life, love","['sit', 'iphon', 'charg', 'cabl', 'short']",body,Yes
0,"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud ",over LT training today ehhh hard to tall how hard it was But now I feels good Sunday race day again Its raining now so lost of mud ,1431,3,0.7756,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['train', 'today', 'ehhh', 'hard', 'tall', 'hard', 'feel', 'good', 'sunday', 'race', 'rain', 'lose']",body,Yes
0,"my entire body hurts.  shower, hot tea and tv please..",my entire body hurts  shower hot tea and tv please,1432,3,0.6931,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['entir', 'bodi', 'hurt', 'shower']",body,Yes
0,@TerriZSoloCEO and here I didn't think you had a cruel bone in your body ... torturing me with sunshine...hmph  ,TerriZSoloCEO and here I didnt think you had a cruel bone in your body  torturing me with sunshinehmph  ,1433,2,0.6888,"short, like, love, bodi, watch, dark, tall, think, week, that","['terrizsoloceo', 'didnt', 'think', 'cruel', 'bone', 'bodi', 'tortur', 'sunshinehmph']",body,Yes
0,"@tdwnds1 No problem. At least look on the floor. We won't see the banana skin in our brains ... I step on it once, almost got killed ",tdwnds No problem At least look on the floor We wont see the banana skin in our brains  I step on it once almost got killed ,1435,2,0.4186,"short, like, love, bodi, watch, dark, tall, think, week, that","['tdwnd', 'problem', 'look', 'floor', 'wont', 'banana', 'skin', 'brain', 'step', 'kill']",body,Yes
0,http://twitpic.com/67di2 - This is what I meant when I said my skin is terrible. Plus sunburnt chest. ,httptwitpiccomdi  This is what I meant when I said my skin is terrible Plus sunburnt chest ,1437,5,0.7376,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['mean', 'say', 'skin', 'terribl', 'plu', 'sunburnt', 'chest']",body,Yes
0,"@jingruz you can have the sun too. It all sucks, especially for my pale whiteman skin.  @mfnbpwnz I can't stop sneezing, and I blame you.",jingruz you can have the sun too It all sucks especially for my pale whiteman skin  mfnbpwnz I cant stop sneezing and I blame you,1443,4,0.5155,"short, bodi, good, guy, hair, your, mind, thing, life, love","['jingruz', 'suck', 'especi', 'pale', 'whiteman', 'skin', 'mfnbpwnz', 'stop', 'sneez', 'blame']",body,Yes
0,"You know for a short week, it certainly dragged ",You know for a short week it certainly dragged ,1446,2,0.3717,"short, like, love, bodi, watch, dark, tall, think, week, that","['know', 'short', 'week', 'certainli', 'drag']",body,Yes
0,The @Jonasbrothers 3d movie was amazing but a little to short  i wanted more!!,The Jonasbrothers d movie was amazing but a little to short  i wanted more,1447,5,0.7171,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['jonasbroth', 'movi', 'amaz', 'littl', 'short', 'want']",body,Yes
0,I hve a fat kink in my neck  maybe someone handsome will massage it out later?  we'll see!,I hve a fat kink in my neck  maybe someone handsome will massage it out later  well see,1448,1,0.7067,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['kink', 'neck', 'mayb', 'handsom', 'massag', 'later']",body,Yes
0,@julezykins must be kidding. No boys (definately)(I hope anyway o_O) and no girls (probably) honest I must be proper ugly no-one likes me ,julezykins must be kidding No boys definatelyI hope anyway oO and no girls probably honest I must be proper ugly noone likes me ,1449,5,0.7513,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['julezykin', 'kid', 'boy', 'definatelyi', 'hope', 'girl', 'probabl', 'honest', 'proper', 'ugli', 'like']",body,Yes
0,@NewMoon_addict yeah like super short  I guess I'll just have to hold my breath till Sunday.,NewMoonaddict yeah like super short  I guess Ill just have to hold my breath till Sunday,1450,3,0.6181,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['newmoonaddict', 'yeah', 'like', 'super', 'short', 'guess', 'hold', 'breath', 'till', 'sunday']",body,Yes
0,@RedStarFuture awww NO. you're not ugly. ,RedStarFuture awww NO youre not ugly ,1451,3,0.4111,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['redstarfutur', 'awww', 'your', 'ugli']",body,Yes
0,@falselove OH THAT'S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie's body; &amp; ..... I FORGET!! ,falselove OH THATS GOOD My top  are The Haunted HouseSound one Bakery Inside Ralphies body amp  I FORGET ,1452,2,0.7149,"short, like, love, bodi, watch, dark, tall, think, week, that","['falselov', 'that', 'good', 'haunt', 'housesound', 'bakeri', 'insid', 'ralphi', 'bodi', 'forget']",body,Yes
0,@Patrick_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,PatrickSchulz lucky u no park for me  maybe for a short period  i really have some stuff to be done untill Wed ,1455,4,0.7352,"short, bodi, good, guy, hair, your, mind, thing, life, love","['patrickschulz', 'lucki', 'park', 'mayb', 'short', 'period', 'stuff', 'until']",body,Yes
0,"@feliciaodg  it does but the screen is dark - so when i click it, i hang up on whoever im talking to  ",feliciaodg  it does but the screen is dark  so when i click it i hang up on whoever im talking to  ,1461,2,0.6962,"short, like, love, bodi, watch, dark, tall, think, week, that","['feliciaodg', 'screen', 'dark', 'click', 'hang', 'talk']",body,Yes
0,@Wossy @juleskaos good show ... And the killers rock ... But they cut em short ,Wossy juleskaos good show  And the killers rock  But they cut em short ,1462,2,0.6552,"short, like, love, bodi, watch, dark, tall, think, week, that","['wossi', 'juleskao', 'good', 'killer', 'rock', 'short']",body,Yes
0,"@freckles08x   plus, it is going to clash with ugly betty when channel 4 shows season 3 next month as well. grrr  !",frecklesx   plus it is going to clash with ugly betty when channel  shows season  next month as well grrr  ,1463,1,0.4949,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['frecklesx', 'plu', 'go', 'clash', 'ugli', 'betti', 'channel', 'show', 'season', 'month', 'grrr']",body,Yes
0,@Wossy The Killers where the best. A bit disappointed that the last song was cut short  Can you watch it in full on Iplayer ?,Wossy The Killers where the best A bit disappointed that the last song was cut short  Can you watch it in full on Iplayer ,1465,2,0.6939,"short, like, love, bodi, watch, dark, tall, think, week, that","['wossi', 'killer', 'best', 'disappoint', 'song', 'short', 'watch', 'iplay']",body,Yes
0,"ok, i am finally starting to hit a draw, but now my short game has gone to crap! ",ok i am finally starting to hit a draw but now my short game has gone to crap ,1468,2,0.4183,"short, like, love, bodi, watch, dark, tall, think, week, that","['final', 'start', 'draw', 'short', 'game', 'go', 'crap']",body,Yes
0,Ok so I'm fuckin hungry....!  I'm fat I know..I know..! Aha,Ok so Im fuckin hungry  Im fat I knowI know Aha,1471,4,0.6307,"short, bodi, good, guy, hair, your, mind, thing, life, love","['fuckin', 'hungri', 'knowi', 'know']",body,Yes
0,@JusLisaE what a damn shame all that body to waste ,JusLisaE what a damn shame all that body to waste ,1475,2,0.692,"short, like, love, bodi, watch, dark, tall, think, week, that","['juslisa', 'damn', 'shame', 'bodi', 'wast']",body,Yes
0,my dark knight dvd is missing   i'm pissed,my dark knight dvd is missing   im pissed,1476,1,0.6624,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['dark', 'knight', 'miss', 'piss']",body,Yes
0,Goddamn bloody stress and shit sending my body haywire ,Goddamn bloody stress and shit sending my body haywire ,1477,1,0.4845,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['goddamn', 'bloodi', 'stress', 'shit', 'send', 'bodi', 'haywir']",body,Yes
0,"Just chillin' in pjs after a short, but long week - why is someone continually knocking at my door? ",Just chillin in pjs after a short but long week  why is someone continually knocking at my door ,1478,2,0.689,"short, like, love, bodi, watch, dark, tall, think, week, that","['chillin', 'short', 'long', 'week', 'continu', 'knock', 'door']",body,Yes
0,I jus dropped my dog  and im tall.,I jus dropped my dog  and im tall,1479,3,0.6304,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['drop', 'tall']",body,Yes
0,"riding daddy's bike (yes a man's bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",riding daddys bike yes a mans bike very convenient NOT in the dark without glasses on i was scared  but i survived HAHA,1480,4,0.726,"short, bodi, good, guy, hair, your, mind, thing, life, love","['rid', 'daddi', 'bike', 'man', 'bike', 'conveni', 'dark', 'glass', 'scar', 'surviv', 'haha']",body,Yes
0,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today ,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House  sadly my body is not cooperating today ,1481,1,0.7731,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['stay', 'home', 'wife', 'take', 'daughter', 'friend', 'tokyo', 'steak', 'hous', 'sadli', 'bodi', 'cooper', 'today']",body,Yes
0,@Impala_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch ,ImpalaGuy Just like me  No i must confess one dark side of me is that i can be sometimes stubborn  im a little morning grouch ,1484,5,0.7,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['impalaguy', 'like', 'confess', 'dark', 'stubborn', 'littl', 'morn', 'grouch']",body,Yes
0,"@staaceeyy weeooow, i feel fat.... i remember when i used to weigh that much  pfffffffffffffffffffffftttttttt long time ago, hahaha",staaceeyy weeooow i feel fat i remember when i used to weigh that much  pfffffffffffffffffffffftttttttt long time ago hahaha,1485,2,0.7217,"short, like, love, bodi, watch, dark, tall, think, week, that","['staaceeyi', 'weeooow', 'feel', 'rememb', 'weigh', 'long', 'time', 'hahaha']",body,Yes
0,i got peanut butter in my beard  it felt weird after... and axe body wash burnt my eyes... but now they're okay.,i got peanut butter in my beard  it felt weird after and axe body wash burnt my eyes but now theyre okay,1486,2,0.7647,"short, like, love, bodi, watch, dark, tall, think, week, that","['peanut', 'butter', 'beard', 'felt', 'weird', 'bodi', 'wash', 'burn', 'eye', 'theyr', 'okay']",body,Yes
0,@gregmike saw that across the street for manuels. fur coats must be in short supply somewhere ,gregmike saw that across the street for manuels fur coats must be in short supply somewhere ,1489,5,0.5997,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['gregmik', 'street', 'manuel', 'coat', 'short', 'suppli']",body,Yes
0,"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation",redyed the hair early start tomorrow heading down to londons clothes show great place to be when i feel fat   bright side  motivation,1491,2,0.6632,"short, like, love, bodi, watch, dark, tall, think, week, that","['redi', 'hair', 'earli', 'start', 'tomorrow', 'head', 'london', 'cloth', 'great', 'place', 'feel', 'bright', 'motiv']",body,Yes
0,@19fischi75 me hav dark brown hair an brown eyes - nothin special ,fischi me hav dark brown hair an brown eyes  nothin special ,1494,4,0.4524,"short, bodi, good, guy, hair, your, mind, thing, life, love","['fischi', 'dark', 'brown', 'hair', 'brown', 'eye', 'nothin', 'special']",body,Yes
0,@McKenzieMorris So I heard you didn't get into Bob Jones University.  It must be the olive skin. im sorry to hear that ,McKenzieMorris So I heard you didnt get into Bob Jones University  It must be the olive skin im sorry to hear that ,1496,5,0.6848,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['mckenziemorri', 'hear', 'didnt', 'jone', 'univers', 'oliv', 'skin', 'sorri', 'hear']",body,Yes
0,A short trip to Magic Sands Beach before our Lua'u. Only one day left.  http://twitpic.com/683li,A short trip to Magic Sands Beach before our Luau Only one day left  httptwitpiccomli,1497,4,0.3997,"short, bodi, good, guy, hair, your, mind, thing, life, love","['short', 'trip', 'magic', 'sand', 'beach', 'luau', 'leav']",body,Yes
0,"@tararenee7 oh yeah, stupid sensitive skin. ",tararenee oh yeah stupid sensitive skin ,1498,1,0.6725,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['tararene', 'yeah', 'stupid', 'sensit', 'skin']",body,Yes
0,Having a total melt down cuz I can't have tea or dark soda cuz stomach already upset ,Having a total melt down cuz I cant have tea or dark soda cuz stomach already upset ,1502,3,0.7194,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['have', 'total', 'melt', 'dark', 'soda', 'stomach', 'upset']",body,Yes
0,might have just adopted a stray cat by giving it a can of tuna. poor thing was skin and bones though ,might have just adopted a stray cat by giving it a can of tuna poor thing was skin and bones though ,1503,2,0.4817,"short, like, love, bodi, watch, dark, tall, think, week, that","['adopt', 'stray', 'give', 'tuna', 'poor', 'thing', 'skin', 'bone']",body,Yes
0,"It's raining like a mad man out here. And not the peacful, steady rain that I like, It's the scarey, dark, hard rain that freaks me out. ",Its raining like a mad man out here And not the peacful steady rain that I like Its the scarey dark hard rain that freaks me out ,1505,3,0.7071,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['rain', 'like', 'peac', 'steadi', 'rain', 'like', 'scarey', 'dark', 'hard', 'rain', 'freak']",body,Yes
0,Going to Savannah this weekend to pick up my sister! I'm taking suggestions of great driving music - I'm running short these days ,Going to Savannah this weekend to pick up my sister Im taking suggestions of great driving music  Im running short these days ,1506,1,0.4854,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['go', 'savannah', 'weekend', 'pick', 'sister', 'take', 'suggest', 'great', 'drive', 'music', 'run', 'short', 'day']",body,Yes
0,"i hear tapping on my window, like human finger tapping and I am scared because its dark and can't see anything ",i hear tapping on my window like human finger tapping and I am scared because its dark and cant see anything ,1507,1,0.5264,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['hear', 'tap', 'window', 'like', 'human', 'finger', 'tap', 'scar', 'dark']",body,Yes
0,On my way back to vabeach.  this day was too short. ,On my way back to vabeach  this day was too short ,1508,2,0.562,"short, like, love, bodi, watch, dark, tall, think, week, that","['vabeach', 'short']",body,Yes
0,"noo!! i cnt b full already! i been waitin all day 4 this  c'mon stomach, remember our fat ass days??  dnt quit on me!",noo i cnt b full already i been waitin all day  this  cmon stomach remember our fat ass days  dnt quit on me,1510,3,0.6768,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['waitin', 'cmon', 'stomach', 'rememb', 'day', 'quit']",body,Yes
0,in love i'm bipolar. it's true :X   My whole body is in serious pain ,in love im bipolar its true X   My whole body is in serious pain ,1513,2,0.6914,"short, like, love, bodi, watch, dark, tall, think, week, that","['love', 'bipolar', 'true', 'bodi', 'pain']",body,Yes
0,Its Spikey Dikey's last Friday night in The Burg..  We're on our way to Coldstone to become fat glutins together for the last time.. ,Its Spikey Dikeys last Friday night in The Burg  Were on our way to Coldstone to become fat glutins together for the last time ,1514,5,0.6715,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['spikey', 'dikey', 'friday', 'night', 'burg', 'coldston', 'glutin', 'time']",body,Yes
0,&amp; remind me not to pick up or move heavy things ever again - am i gettin' old? just really makes my chest killlllll ,amp remind me not to pick up or move heavy things ever again  am i gettin old just really makes my chest killlllll ,1515,1,0.556,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['remind', 'pick', 'heavi', 'thing', 'gettin', 'make', 'chest', 'killlllll']",body,Yes
0,@210Nightmare wdh?! I'm neither of those! lol i'm not a dark ass chick but i ain't light either.  i'm soooo in between ,Nightmare wdh Im neither of those lol im not a dark ass chick but i aint light either  im soooo in between ,1518,4,0.278,"short, bodi, good, guy, hair, your, mind, thing, life, love","['nightmar', 'dark', 'chick', 'aint', 'light', 'soooo']",body,Yes
0,@kimoraklein  I knoooowww. I feel like something nasty is coating my skin ,kimoraklein  I knoooowww I feel like something nasty is coating my skin ,1522,1,0.6791,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['kimoraklein', 'knoooowww', 'feel', 'like', 'nasti', 'coat', 'skin']",body,Yes
0,Saw &quot;Up&quot; today (non-3D) with the anim team.  Awesome film!  Easily one of Pixar's finest. &quot;Partly Cloudy&quot; was a fun short. No TS3 teaser? ,Saw quotUpquot today nonD with the anim team  Awesome film  Easily one of Pixars finest quotPartly Cloudyquot was a fun short No TS teaser ,1524,2,0.7132,"short, like, love, bodi, watch, dark, tall, think, week, that","['quotupquot', 'today', 'nond', 'anim', 'team', 'awesom', 'film', 'easili', 'pixar', 'finest', 'quotpartli', 'cloudyquot', 'short', 'teaser']",body,Yes
0,why do people insist upon making me get dressed when i'm having a fat day? i threw out all my fat people jeans ,why do people insist upon making me get dressed when im having a fat day i threw out all my fat people jeans ,1525,1,0.4192,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['peopl', 'insist', 'make', 'dress', 'have', 'throw', 'peopl', 'jean']",body,Yes
